window,source_index,target_index,lag,n_samples_recomputed,n_samples_existing,target_day_min,target_day_max,source_day_min,source_day_max,same_year_check,valid_sample_flag
T4,H_zonal_width,P_north_minus_main_35_45,5,450,,155,164,150,159,True,True
T4,H_zonal_width,P_total_centroid_lat_10_50,1,450,,155,164,154,163,True,True
T4,H_zonal_width,P_total_centroid_lat_10_50,2,450,,155,164,153,162,True,True
T4,H_zonal_width,P_total_centroid_lat_10_50,3,450,,155,164,152,161,True,True
T4,H_zonal_width,P_total_centroid_lat_10_50,4,450,,155,164,151,160,True,True
T4,H_zonal_width,P_total_centroid_lat_10_50,5,450,,155,164,150,159,True,True
T4,H_zonal_width,V_strength,1,450,,155,164,154,163,True,True
T4,H_zonal_width,V_strength,2,450,,155,164,153,162,True,True
T4,H_zonal_width,V_strength,3,450,,155,164,152,161,True,True
T4,H_zonal_width,V_strength,4,450,,155,164,151,160,True,True
T4,H_zonal_width,V_strength,5,450,,155,164,150,159,True,True
T4,H_zonal_width,V_pos_centroid_lat,1,448,,155,164,154,163,True,True
T4,H_zonal_width,V_pos_centroid_lat,2,448,,155,164,153,162,True,True
T4,H_zonal_width,V_pos_centroid_lat,3,448,,155,164,152,161,True,True
T4,H_zonal_width,V_pos_centroid_lat,4,448,,155,164,151,160,True,True
T4,H_zonal_width,V_pos_centroid_lat,5,448,,155,164,150,159,True,True
T4,H_zonal_width,V_NS_diff,1,450,,155,164,154,163,True,True
T4,H_zonal_width,V_NS_diff,2,450,,155,164,153,162,True,True
T4,H_zonal_width,V_NS_diff,3,450,,155,164,152,161,True,True
T4,H_zonal_width,V_NS_diff,4,450,,155,164,151,160,True,True
T4,H_zonal_width,V_NS_diff,5,450,,155,164,150,159,True,True
T4,H_zonal_width,Je_strength,1,450,,155,164,154,163,True,True
T4,H_zonal_width,Je_strength,2,450,,155,164,153,162,True,True
T4,H_zonal_width,Je_strength,3,450,,155,164,152,161,True,True
T4,H_zonal_width,Je_strength,4,450,,155,164,151,160,True,True
T4,H_zonal_width,Je_strength,5,450,,155,164,150,159,True,True
T4,H_zonal_width,Je_axis_lat,1,450,,155,164,154,163,True,True
T4,H_zonal_width,Je_axis_lat,2,450,,155,164,153,162,True,True
T4,H_zonal_width,Je_axis_lat,3,450,,155,164,152,161,True,True
T4,H_zonal_width,Je_axis_lat,4,450,,155,164,151,160,True,True
T4,H_zonal_width,Je_axis_lat,5,450,,155,164,150,159,True,True
T4,H_zonal_width,Je_meridional_width,1,450,,155,164,154,163,True,True
T4,H_zonal_width,Je_meridional_width,2,450,,155,164,153,162,True,True
T4,H_zonal_width,Je_meridional_width,3,450,,155,164,152,161,True,True
T4,H_zonal_width,Je_meridional_width,4,450,,155,164,151,160,True,True
T4,H_zonal_width,Je_meridional_width,5,450,,155,164,150,159,True,True
T4,H_zonal_width,Jw_axis_lat,1,450,,155,164,154,163,True,True
T4,H_zonal_width,Jw_axis_lat,2,450,,155,164,153,162,True,True
T4,H_zonal_width,Jw_axis_lat,3,450,,155,164,152,161,True,True
T4,H_zonal_width,Jw_axis_lat,4,450,,155,164,151,160,True,True
T4,H_zonal_width,Jw_axis_lat,5,450,,155,164,150,159,True,True
T4,H_zonal_width,Jw_meridional_width,1,450,,155,164,154,163,True,True
T4,H_zonal_width,Jw_meridional_width,2,450,,155,164,153,162,True,True
T4,H_zonal_width,Jw_meridional_width,3,450,,155,164,152,161,True,True
T4,H_zonal_width,Jw_meridional_width,4,450,,155,164,151,160,True,True
T4,H_zonal_width,Jw_meridional_width,5,450,,155,164,150,159,True,True
T4,Je_strength,P_main_band_share,1,450,,155,164,154,163,True,True
T4,Je_strength,P_main_band_share,2,450,,155,164,153,162,True,True
T4,Je_strength,P_main_band_share,3,450,,155,164,152,161,True,True
T4,Je_strength,P_main_band_share,4,450,,155,164,151,160,True,True
T4,Je_strength,P_main_band_share,5,450,,155,164,150,159,True,True
T4,Je_strength,P_south_band_share_18_24,1,450,,155,164,154,163,True,True
T4,Je_strength,P_south_band_share_18_24,2,450,,155,164,153,162,True,True
T4,Je_strength,P_south_band_share_18_24,3,450,,155,164,152,161,True,True
T4,Je_strength,P_south_band_share_18_24,4,450,,155,164,151,160,True,True
T4,Je_strength,P_south_band_share_18_24,5,450,,155,164,150,159,True,True
T4,Je_strength,P_main_minus_south,1,450,,155,164,154,163,True,True
T4,Je_strength,P_main_minus_south,2,450,,155,164,153,162,True,True
T4,Je_strength,P_main_minus_south,3,450,,155,164,152,161,True,True
T4,Je_strength,P_main_minus_south,4,450,,155,164,151,160,True,True
T4,Je_strength,P_main_minus_south,5,450,,155,164,150,159,True,True
T4,Je_strength,P_spread_lat,1,450,,155,164,154,163,True,True
T4,Je_strength,P_spread_lat,2,450,,155,164,153,162,True,True
T4,Je_strength,P_spread_lat,3,450,,155,164,152,161,True,True
T4,Je_strength,P_spread_lat,4,450,,155,164,151,160,True,True
T4,Je_strength,P_spread_lat,5,450,,155,164,150,159,True,True
T4,Je_strength,P_north_band_share_35_45,1,450,,155,164,154,163,True,True
T4,Je_strength,P_north_band_share_35_45,2,450,,155,164,153,162,True,True
T4,Je_strength,P_north_band_share_35_45,3,450,,155,164,152,161,True,True
T4,Je_strength,P_north_band_share_35_45,4,450,,155,164,151,160,True,True
T4,Je_strength,P_north_band_share_35_45,5,450,,155,164,150,159,True,True
T4,Je_strength,P_north_minus_main_35_45,1,450,,155,164,154,163,True,True
T4,Je_strength,P_north_minus_main_35_45,2,450,,155,164,153,162,True,True
T4,Je_strength,P_north_minus_main_35_45,3,450,,155,164,152,161,True,True
T4,Je_strength,P_north_minus_main_35_45,4,450,,155,164,151,160,True,True
T4,Je_strength,P_north_minus_main_35_45,5,450,,155,164,150,159,True,True
T4,Je_strength,P_total_centroid_lat_10_50,1,450,,155,164,154,163,True,True
T4,Je_strength,P_total_centroid_lat_10_50,2,450,,155,164,153,162,True,True
T4,Je_strength,P_total_centroid_lat_10_50,3,450,,155,164,152,161,True,True
T4,Je_strength,P_total_centroid_lat_10_50,4,450,,155,164,151,160,True,True
T4,Je_strength,P_total_centroid_lat_10_50,5,450,,155,164,150,159,True,True
T4,Je_strength,V_strength,1,450,,155,164,154,163,True,True
T4,Je_strength,V_strength,2,450,,155,164,153,162,True,True
T4,Je_strength,V_strength,3,450,,155,164,152,161,True,True
T4,Je_strength,V_strength,4,450,,155,164,151,160,True,True
T4,Je_strength,V_strength,5,450,,155,164,150,159,True,True
T4,Je_strength,V_pos_centroid_lat,1,448,,155,164,154,163,True,True
T4,Je_strength,V_pos_centroid_lat,2,448,,155,164,153,162,True,True
T4,Je_strength,V_pos_centroid_lat,3,448,,155,164,152,161,True,True
T4,Je_strength,V_pos_centroid_lat,4,448,,155,164,151,160,True,True
T4,Je_strength,V_pos_centroid_lat,5,448,,155,164,150,159,True,True
T4,Je_strength,V_NS_diff,1,450,,155,164,154,163,True,True
T4,Je_strength,V_NS_diff,2,450,,155,164,153,162,True,True
T4,Je_strength,V_NS_diff,3,450,,155,164,152,161,True,True
T4,Je_strength,V_NS_diff,4,450,,155,164,151,160,True,True
T4,Je_strength,V_NS_diff,5,450,,155,164,150,159,True,True
T4,Je_strength,H_centroid_lat,1,450,,155,164,154,163,True,True
T4,Je_strength,H_centroid_lat,2,450,,155,164,153,162,True,True
T4,Je_strength,H_centroid_lat,3,450,,155,164,152,161,True,True
T4,Je_strength,H_centroid_lat,4,450,,155,164,151,160,True,True
T4,Je_strength,H_centroid_lat,5,450,,155,164,150,159,True,True
T4,Je_strength,H_west_extent_lon,1,450,,155,164,154,163,True,True
T4,Je_strength,H_west_extent_lon,2,450,,155,164,153,162,True,True
T4,Je_strength,H_west_extent_lon,3,450,,155,164,152,161,True,True
T4,Je_strength,H_west_extent_lon,4,450,,155,164,151,160,True,True
T4,Je_strength,H_west_extent_lon,5,450,,155,164,150,159,True,True
T4,Je_strength,H_zonal_width,1,450,,155,164,154,163,True,True
T4,Je_strength,H_zonal_width,2,450,,155,164,153,162,True,True
T4,Je_strength,H_zonal_width,3,450,,155,164,152,161,True,True
T4,Je_strength,H_zonal_width,4,450,,155,164,151,160,True,True
T4,Je_strength,H_zonal_width,5,450,,155,164,150,159,True,True
T4,Je_strength,Jw_strength,1,450,,155,164,154,163,True,True
T4,Je_strength,Jw_strength,2,450,,155,164,153,162,True,True
T4,Je_strength,Jw_strength,3,450,,155,164,152,161,True,True
T4,Je_strength,Jw_strength,4,450,,155,164,151,160,True,True
T4,Je_strength,Jw_strength,5,450,,155,164,150,159,True,True
T4,Je_strength,Jw_axis_lat,1,450,,155,164,154,163,True,True
T4,Je_strength,Jw_axis_lat,2,450,,155,164,153,162,True,True
T4,Je_strength,Jw_axis_lat,3,450,,155,164,152,161,True,True
T4,Je_strength,Jw_axis_lat,4,450,,155,164,151,160,True,True
T4,Je_strength,Jw_axis_lat,5,450,,155,164,150,159,True,True
T4,Je_strength,Jw_meridional_width,1,450,,155,164,154,163,True,True
T4,Je_strength,Jw_meridional_width,2,450,,155,164,153,162,True,True
T4,Je_strength,Jw_meridional_width,3,450,,155,164,152,161,True,True
T4,Je_strength,Jw_meridional_width,4,450,,155,164,151,160,True,True
T4,Je_strength,Jw_meridional_width,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,P_south_band_share_18_24,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,P_south_band_share_18_24,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,P_south_band_share_18_24,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,P_south_band_share_18_24,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,P_south_band_share_18_24,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,P_main_minus_south,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,P_main_minus_south,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,P_main_minus_south,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,P_main_minus_south,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,P_main_minus_south,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,P_spread_lat,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,P_spread_lat,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,P_spread_lat,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,P_spread_lat,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,P_spread_lat,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,P_north_band_share_35_45,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,P_north_band_share_35_45,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,P_north_band_share_35_45,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,P_north_band_share_35_45,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,P_north_band_share_35_45,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,P_total_centroid_lat_10_50,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,P_total_centroid_lat_10_50,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,P_total_centroid_lat_10_50,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,P_total_centroid_lat_10_50,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,P_total_centroid_lat_10_50,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,V_strength,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,V_strength,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,V_strength,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,V_strength,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,V_strength,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,H_strength,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,H_strength,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,H_strength,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,H_strength,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,H_strength,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,H_west_extent_lon,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,H_west_extent_lon,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,H_west_extent_lon,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,H_west_extent_lon,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,H_west_extent_lon,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,H_zonal_width,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,H_zonal_width,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,H_zonal_width,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,H_zonal_width,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,H_zonal_width,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,Jw_strength,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,Jw_strength,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,Jw_strength,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,Jw_strength,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,Jw_strength,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,Jw_axis_lat,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,Jw_axis_lat,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,Jw_axis_lat,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,Jw_axis_lat,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,Jw_axis_lat,5,450,,155,164,150,159,True,True
T4,Je_axis_lat,Jw_meridional_width,1,450,,155,164,154,163,True,True
T4,Je_axis_lat,Jw_meridional_width,2,450,,155,164,153,162,True,True
T4,Je_axis_lat,Jw_meridional_width,3,450,,155,164,152,161,True,True
T4,Je_axis_lat,Jw_meridional_width,4,450,,155,164,151,160,True,True
T4,Je_axis_lat,Jw_meridional_width,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_main_band_share,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_main_band_share,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_main_band_share,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_main_band_share,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_main_band_share,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_south_band_share_18_24,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_south_band_share_18_24,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_south_band_share_18_24,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_south_band_share_18_24,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_south_band_share_18_24,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_main_minus_south,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_main_minus_south,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_main_minus_south,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_main_minus_south,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_main_minus_south,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_spread_lat,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_spread_lat,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_spread_lat,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_spread_lat,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_spread_lat,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_north_band_share_35_45,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_north_band_share_35_45,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_north_band_share_35_45,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_north_band_share_35_45,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_north_band_share_35_45,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_north_minus_main_35_45,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_north_minus_main_35_45,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_north_minus_main_35_45,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_north_minus_main_35_45,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_north_minus_main_35_45,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,P_total_centroid_lat_10_50,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,P_total_centroid_lat_10_50,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,P_total_centroid_lat_10_50,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,P_total_centroid_lat_10_50,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,P_total_centroid_lat_10_50,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,V_strength,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,V_strength,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,V_strength,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,V_strength,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,V_strength,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,V_pos_centroid_lat,1,448,,155,164,154,163,True,True
T4,Je_meridional_width,V_pos_centroid_lat,2,448,,155,164,153,162,True,True
T4,Je_meridional_width,V_pos_centroid_lat,3,448,,155,164,152,161,True,True
T4,Je_meridional_width,V_pos_centroid_lat,4,448,,155,164,151,160,True,True
T4,Je_meridional_width,V_pos_centroid_lat,5,448,,155,164,150,159,True,True
T4,Je_meridional_width,V_NS_diff,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,V_NS_diff,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,V_NS_diff,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,V_NS_diff,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,V_NS_diff,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,H_strength,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,H_strength,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,H_strength,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,H_strength,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,H_strength,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,H_centroid_lat,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,H_centroid_lat,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,H_centroid_lat,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,H_centroid_lat,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,H_centroid_lat,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,H_west_extent_lon,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,H_west_extent_lon,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,H_west_extent_lon,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,H_west_extent_lon,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,H_west_extent_lon,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,H_zonal_width,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,H_zonal_width,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,H_zonal_width,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,H_zonal_width,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,H_zonal_width,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,Jw_strength,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,Jw_strength,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,Jw_strength,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,Jw_strength,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,Jw_strength,5,450,,155,164,150,159,True,True
T4,Je_meridional_width,Jw_meridional_width,1,450,,155,164,154,163,True,True
T4,Je_meridional_width,Jw_meridional_width,2,450,,155,164,153,162,True,True
T4,Je_meridional_width,Jw_meridional_width,3,450,,155,164,152,161,True,True
T4,Je_meridional_width,Jw_meridional_width,4,450,,155,164,151,160,True,True
T4,Je_meridional_width,Jw_meridional_width,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_main_band_share,1,450,,155,164,154,163,True,True
T4,Jw_strength,P_main_band_share,2,450,,155,164,153,162,True,True
T4,Jw_strength,P_main_band_share,3,450,,155,164,152,161,True,True
T4,Jw_strength,P_main_band_share,4,450,,155,164,151,160,True,True
T4,Jw_strength,P_main_band_share,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_south_band_share_18_24,1,450,,155,164,154,163,True,True
T4,Jw_strength,P_south_band_share_18_24,2,450,,155,164,153,162,True,True
T4,Jw_strength,P_south_band_share_18_24,3,450,,155,164,152,161,True,True
T4,Jw_strength,P_south_band_share_18_24,4,450,,155,164,151,160,True,True
T4,Jw_strength,P_south_band_share_18_24,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_main_minus_south,1,450,,155,164,154,163,True,True
T4,Jw_strength,P_main_minus_south,2,450,,155,164,153,162,True,True
T4,Jw_strength,P_main_minus_south,3,450,,155,164,152,161,True,True
T4,Jw_strength,P_main_minus_south,4,450,,155,164,151,160,True,True
T4,Jw_strength,P_main_minus_south,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_spread_lat,1,450,,155,164,154,163,True,True
T4,Jw_strength,P_spread_lat,2,450,,155,164,153,162,True,True
T4,Jw_strength,P_spread_lat,3,450,,155,164,152,161,True,True
T4,Jw_strength,P_spread_lat,4,450,,155,164,151,160,True,True
T4,Jw_strength,P_spread_lat,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_north_band_share_35_45,1,450,,155,164,154,163,True,True
T4,Jw_strength,P_north_band_share_35_45,2,450,,155,164,153,162,True,True
T4,Jw_strength,P_north_band_share_35_45,3,450,,155,164,152,161,True,True
T4,Jw_strength,P_north_band_share_35_45,4,450,,155,164,151,160,True,True
T4,Jw_strength,P_north_band_share_35_45,5,450,,155,164,150,159,True,True
T4,Jw_strength,P_north_minus_main_35_45,1,450,,155,164,154,163,True,True
